"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","fog","rain","snow","snowfallm","snowfalli","monthtodatesnowfallm","monthtodatesnowfalli","since1julsnowfallm","since1julsnowfalli","snowdepthm","snowdepthi","hail","thunder","tornado","meantempm","meantempi","meandewptm","meandewpti","meanpressurem","meanpressurei","meanwindspdm","meanwindspdi","meanwdire","meanwdird","meanvism","meanvisi","humidity","maxtempm","maxtempi","mintempm","mintempi","maxhumidity","minhumidity","maxdewptm","maxdewpti","mindewptm","mindewpti","maxpressurem","maxpressurei","minpressurem","minpressurei","maxwspdm","maxwspdi","minwspdm","minwspdi","maxvism","maxvisi","minvism","minvisi","gdegreedays","heatingdegreedays","coolingdegreedays","precipm","precipi","precipsource","heatingdegreedaysnormal","monthtodateheatingdegreedays","monthtodateheatingdegreedaysnormal","since1sepheatingdegreedays","since1sepheatingdegreedaysnormal","since1julheatingdegreedays","since1julheatingdegreedaysnormal","coolingdegreedaysnormal","monthtodatecoolingdegreedays","monthtodatecoolingdegreedaysnormal","since1sepcoolingdegreedays","since1sepcoolingdegreedaysnormal","since1jancoolingdegreedays","since1jancoolingdegreedaysnormal"
"12:00 PM CDT on August 08, 2011","2011","08","08","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","23","74","17","63","1009","29.79","23","14","","280","16","10","","29","84","18","64","94","48","19","66","16","61","1010","29.83","1003","29.61","55","34","0","0","16","10","11","7","24","0","9","5.84","0.23","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 09, 2011","2011","08","09","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","14","57","1012","29.88","16","10","","306","16","10","","24","75","17","62","88","50","17","63","12","54","1013","29.92","1010","29.82","27","17","0","0","16","10","16","10","18","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 10, 2011","2011","08","10","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","66","11","52","1014","29.95","5","3","","360","16","10","","26","78","12","53","94","32","14","57","8","46","1016","30.01","1013","29.91","13","8","0","0","16","10","13","8","16","0","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 11, 2011","2011","08","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","21","70","14","58","1013","29.92","10","6","","142","16","10","","28","82","14","57","94","48","17","63","12","54","1015","29.98","1009","29.81","35","22","0","0","16","10","6","4","20","0","4","20.83","0.82","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 12, 2011","2011","08","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","22","71","16","60","1012","29.88","13","8","","264","15","10","","28","82","16","60","88","51","18","64","14","57","1014","29.95","1007","29.75","29","18","0","0","16","10","8","5","21","0","6","3.56","0.14","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 13, 2011","2011","08","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","14","58","1017","30.04","16","10","","313","16","10","","26","78","15","59","88","51","17","63","12","54","1019","30.09","1014","29.95","29","18","6","4","16","10","11","7","18","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 14, 2011","2011","08","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","16","61","1017","30.05","8","5","","142","13","8","","28","82","14","57","100","51","18","64","13","55","1020","30.11","1013","29.92","26","16","0","0","16","10","0","0","20","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 15, 2011","2011","08","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","23","73","18","64","1011","29.87","16","10","","149","16","10","","27","80","19","66","88","57","19","66","15","59","1013","29.92","1010","29.83","29","18","8","5","16","10","13","8","23","0","8","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 16, 2011","2011","08","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","72","18","64","1012","29.90","13","8","","139","16","10","","26","78","19","66","88","65","20","68","16","61","1016","30.00","1009","29.81","26","16","0","0","16","10","11","7","22","0","7","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 17, 2011","2011","08","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","13","55","1019","30.10","8","5","","78","16","10","","28","82","14","57","94","30","17","63","8","46","1022","30.18","1016","30.02","16","10","0","0","16","10","13","8","20","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 18, 2011","2011","08","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","21","70","17","63","1013","29.91","14","9","","122","15","9","","26","78","17","62","94","64","22","72","14","57","1016","30.02","1009","29.79","89","55","0","0","16","10","2","1","20","0","5","47.50","1.87","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 19, 2011","2011","08","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","15","59","1013","29.92","10","6","","40","14","9","","27","80","13","55","100","47","19","66","12","54","1015","29.98","1011","29.85","29","18","0","0","16","10","1","0","18","0","2","6.10","0.24","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 20, 2011","2011","08","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","67","13","55","1017","30.03","8","5","","46","16","10","","24","75","15","59","82","50","16","61","11","52","1019","30.08","1015","29.98","14","9","0","0","16","10","14","9","17","0","2","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 21, 2011","2011","08","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","15","59","1017","30.04","5","3","","130","16","10","","27","80","13","55","94","54","18","64","12","54","1019","30.09","1016","30.00","11","7","0","0","16","10","13","8","18","0","2","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 22, 2011","2011","08","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","26","78","21","69","1013","29.92","14","9","","132","15","9","","31","87","20","68","94","62","23","73","18","64","1016","30.02","1009","29.79","34","21","6","4","16","10","6","4","28","0","12","3.56","0.14","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 23, 2011","2011","08","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","18","65","1006","29.71","11","7","","196","16","10","","32","89","20","68","88","33","22","72","14","57","1008","29.76","1005","29.67","35","22","0","0","16","10","11","7","28","0","14","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 24, 2011","2011","08","24","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","24","75","16","60","1012","29.90","16","10","","313","16","10","","29","84","18","64","89","30","23","73","10","50","1016","30.01","1007","29.74","35","22","10","6","16","10","16","10","25","0","10","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 25, 2011","2011","08","25","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","13","55","1017","30.03","10","6","","154","16","10","","28","82","13","55","88","42","17","63","9","48","1019","30.10","1014","29.94","27","17","0","0","16","10","16","10","18","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 26, 2011","2011","08","26","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","26","78","18","64","1015","29.98","13","8","","147","16","10","","33","91","19","66","83","38","21","70","16","61","1018","30.07","1012","29.89","42","26","0","0","16","10","8","5","28","0","14","9.14","0.36","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 27, 2011","2011","08","27","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","71","14","57","1018","30.07","8","5","","76","16","10","","27","80","17","62","82","42","16","61","13","55","1022","30.18","1015","29.99","24","15","0","0","16","10","11","7","21","0","6","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 28, 2011","2011","08","28","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","20","68","16","60","1014","29.94","13","8","","81","15","10","","26","78","15","59","88","57","19","66","13","55","1016","30.02","1012","29.88","53","33","0","0","16","10","5","3","18","0","4","11.18","0.44","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 29, 2011","2011","08","29","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","66","15","59","1016","30.00","6","4","","100","16","10","","24","75","14","57","94","57","17","63","12","54","1018","30.06","1013","29.92","16","10","0","0","16","10","11","7","16","0","1","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 30, 2011","2011","08","30","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","18","64","1010","29.84","11","7","","125","15","9","","25","77","18","64","94","69","19","66","17","63","1013","29.92","1008","29.76","23","14","0","0","16","10","6","4","20","0","6","5.08","0.20","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 31, 2011","2011","08","31","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","24","76","21","69","1010","29.82","13","8","","128","9","5","","31","87","18","64","100","58","23","73","17","63","1011","29.87","1008","29.77","27","17","0","0","16","10","0","0","26","0","10","0.25","0.01","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 01, 2011","2011","09","01","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","27","81","22","71","1007","29.73","13","8","","200","12","7","","33","91","22","71","94","46","23","73","19","66","1009","29.79","1005","29.69","23","14","0","0","16","10","3","2","31","0","16","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 02, 2011","2011","09","02","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","20","68","18","65","1012","29.90","16","10","","6","15","9","","23","73","18","64","94","73","21","70","17","63","1014","29.95","1009","29.79","39","24","0","0","16","10","5","3","18","0","4","6.60","0.26","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 03, 2011","2011","09","03","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","18","64","14","57","1015","29.98","14","9","","339","11","7","","22","71","13","55","100","43","19","66","8","46","1020","30.13","1011","29.86","45","28","0","0","16","10","0","0","14","1","0","0.25","0.01","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 04, 2011","2011","09","04","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","14","58","7","45","1023","30.21","16","10","","323","16","10","","21","69","9","48","87","35","10","50","5","41","1024","30.25","1021","30.16","32","20","10","6","16","10","16","10","8","6","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 05, 2011","2011","09","05","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","14","58","8","46","1022","30.17","6","4","","150","14","9","","22","71","7","44","93","41","9","48","5","41","1024","30.24","1018","30.07","24","15","0","0","16","10","0","0","8","8","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 06, 2011","2011","09","06","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","62","9","49","1020","30.12","14","9","","137","16","10","","24","75","9","48","87","44","12","54","7","45","1021","30.16","1019","30.09","32","20","6","4","16","10","16","10","12","4","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 07, 2011","2011","09","07","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","64","11","51","1023","30.22","11","7","","118","16","10","","25","77","11","51","88","41","13","55","8","46","1024","30.24","1021","30.16","26","16","6","4","16","10","16","10","14","1","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 08, 2011","2011","09","08","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","64","11","52","1025","30.28","3","2","","11","16","10","","26","78","10","50","88","39","14","57","8","46","1028","30.35","1022","30.19","16","10","0","0","16","10","10","6","14","1","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 09, 2011","2011","09","09","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","12","54","1020","30.13","8","5","","317","16","10","","28","82","12","53","94","37","15","59","10","50","1023","30.20","1017","30.05","23","14","0","0","16","10","16","10","18","0","2","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 10, 2011","2011","09","10","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","14","57","1018","30.07","11","7","","331","16","10","","29","84","13","55","94","39","17","63","11","52","1020","30.12","1017","30.03","23","14","0","0","16","10","8","5","20","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 11, 2011","2011","09","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","14","57","1017","30.03","5","3","","209","15","10","","29","84","13","55","94","35","17","63","12","54","1019","30.08","1014","29.95","19","12","0","0","16","10","5","3","20","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 12, 2011","2011","09","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","24","76","12","53","1011","29.87","14","9","","250","16","10","","33","91","17","62","73","23","13","55","9","48","1015","29.99","1009","29.81","35","22","0","0","16","10","8","5","26","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 13, 2011","2011","09","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","16","60","7","45","1019","30.09","13","8","","331","16","10","","22","71","9","48","93","35","10","50","5","41","1020","30.13","1017","30.03","16","10","0","0","16","10","16","10","10","6","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 14, 2011","2011","09","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","0","32","1026","30.29","14","9","","356","16","10","","14","57","6","42","77","29","9","48","-4","25","1029","30.39","1021","30.14","27","17","10","6","16","10","14","9","0","16","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 15, 2011","2011","09","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","6","43","-1","31","1028","30.37","8","5","","125","16","10","","12","53","1","33","81","38","3","37","-2","28","1030","30.43","1025","30.26","19","12","0","0","16","10","8","5","0","22","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 16, 2011","2011","09","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","9","48","5","41","1022","30.17","21","13","","133","16","10","","12","53","6","42","87","58","7","45","3","37","1025","30.28","1019","30.09","34","21","13","8","16","10","16","10","0","18","0","1.78","0.07","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 17, 2011","2011","09","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","52","9","48","1017","30.04","19","12","","129","12","7","","13","55","10","50","94","77","11","52","7","45","1020","30.11","1015","29.98","29","18","13","8","16","10","5","3","2","12","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 18, 2011","2011","09","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","64","11","51","1014","29.96","14","9","","257","13","8","","24","75","12","53","94","34","14","57","7","45","1016","30.00","1014","29.94","26","16","0","0","16","10","5","3","14","1","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 19, 2011","2011","09","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","64","6","43","1016","30.00","10","6","","202","16","10","","27","80","9","48","76","24","9","48","3","37","1019","30.10","1011","29.86","21","13","0","0","16","10","11","7","14","1","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 20, 2011","2011","09","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","17","63","6","43","1012","29.88","29","18","","271","16","10","","21","69","14","57","59","31","9","48","3","37","1015","29.99","1006","29.72","52","32","14","9","16","10","16","10","13","2","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 21, 2011","2011","09","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","12","54","6","42","1019","30.08","26","16","","294","16","10","","16","60","9","48","82","52","7","45","4","39","1022","30.17","1016","30.00","37","23","6","4","16","10","16","10","4","11","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 22, 2011","2011","09","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","8","46","2","35","1022","30.17","11","7","","321","16","10","","16","60","1","33","93","39","3","37","-1","30","1023","30.22","1020","30.12","19","12","0","0","16","10","16","10","0","18","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 23, 2011","2011","09","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","2","35","1019","30.10","3","2","","134","16","10","","20","68","1","33","93","32","6","43","-2","28","1022","30.17","1015","29.98","14","9","0","0","16","10","16","10","0","14","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 24, 2011","2011","09","24","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","13","56","3","38","1014","29.96","10","6","","93","16","10","","22","71","5","41","81","28","6","43","2","36","1015","29.99","1013","29.91","21","13","0","0","16","10","13","8","6","9","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 25, 2011","2011","09","25","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","12","54","4","39","1014","29.94","8","5","","96","16","10","","20","68","4","39","93","35","7","45","2","36","1015","29.98","1012","29.88","16","10","0","0","16","10","14","9","4","12","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 26, 2011","2011","09","26","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","13","55","5","41","1014","29.94","8","5","","345","16","10","","22","71","4","39","87","38","7","45","1","34","1015","29.98","1012","29.88","23","14","0","0","16","10","13","8","5","10","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 27, 2011","2011","09","27","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","62","8","46","1014","29.96","13","8","","289","16","10","","25","77","8","46","87","34","10","50","6","43","1017","30.03","1013","29.91","19","12","0","0","16","10","11","7","12","4","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 28, 2011","2011","09","28","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","66","7","45","1011","29.86","5","3","","266","16","10","","31","87","8","46","82","21","10","50","5","41","1012","29.90","1009","29.81","16","10","0","0","16","10","14","9","16","0","2","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 29, 2011","2011","09","29","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","16","60","3","38","1020","30.11","31","19","","315","16","10","","21","69","11","51","54","27","8","46","1","34","1025","30.27","1011","29.87","52","32","10","6","16","10","11","7","10","5","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on September 30, 2011","2011","09","30","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","12","54","2","36","1025","30.26","10","6","","304","16","10","","21","69","4","39","87","27","5","41","1","34","1027","30.33","1022","30.18","16","10","0","0","16","10","13","8","4","11","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 01, 2011","2011","10","01","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","14","58","1","34","1022","30.19","13","8","","126","16","10","","24","75","5","41","71","24","3","37","-1","30","1025","30.26","1020","30.12","32","20","0","0","16","10","16","10","8","7","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 02, 2011","2011","10","02","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","63","3","37","1020","30.11","14","9","","136","16","10","","28","82","7","44","71","20","5","41","1","34","1021","30.15","1017","30.04","32","20","8","5","16","10","16","10","13","2","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 03, 2011","2011","10","03","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","65","4","39","1019","30.09","14","9","","122","16","10","","29","84","8","46","66","20","6","43","2","36","1021","30.14","1017","30.04","39","24","6","4","16","10","6","4","15","0","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 04, 2011","2011","10","04","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","71","6","43","1016","30.00","18","11","","136","16","10","","32","89","12","53","63","21","8","46","4","39","1019","30.08","1013","29.92","34","21","10","6","16","10","16","10","21","0","6","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 05, 2011","2011","10","05","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","6","42","1014","29.95","21","13","","157","16","10","","29","84","14","57","59","19","7","45","3","37","1016","30.00","1012","29.88","45","28","11","7","16","10","16","10","20","0","6","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 06, 2011","2011","10","06","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","70","7","44","1010","29.83","32","20","","142","16","10","","26","78","17","62","68","35","12","54","3","37","1013","29.91","1006","29.71","58","36","23","14","16","10","16","10","20","0","5","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 07, 2011","2011","10","07","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","22","72","12","54","1008","29.77","37","23","","162","16","10","","28","82","17","62","78","35","18","64","6","43","1010","29.84","1007","29.73","53","33","16","10","16","10","14","9","22","0","7","3.05","0.12","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 08, 2011","2011","10","08","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","18","64","16","60","1015","29.99","18","11","","102","14","9","","19","66","17","62","94","68","16","61","13","55","1017","30.05","1011","29.85","42","26","0","0","16","10","6","4","14","1","0","23.37","0.92","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 09, 2011","2011","10","09","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","66","14","58","1018","30.06","10","6","","114","14","9","","23","73","16","60","94","50","16","61","12","54","1020","30.13","1014","29.96","26","16","0","0","16","10","6","4","16","0","2","0.25","0.01","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 10, 2011","2011","10","10","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","63","10","50","1014","29.95","18","11","","174","16","10","","22","71","13","55","94","41","14","57","8","46","1016","30.01","1011","29.86","27","17","10","6","16","10","16","10","13","2","0","2.79","0.11","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 11, 2011","2011","10","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","17","62","11","51","1009","29.79","13","8","","153","16","10","","23","73","10","50","88","50","13","55","7","45","1011","29.87","1006","29.71","34","21","0","0","16","10","16","10","12","4","0","1.02","0.04","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 12, 2011","2011","10","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","16","60","9","49","1007","29.75","13","8","","283","15","10","","20","68","12","53","94","46","13","55","5","41","1009","29.81","1005","29.69","37","23","0","0","16","10","1","1","10","4","0","1.02","0.04","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 13, 2011","2011","10","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","14","57","2","36","1010","29.82","21","13","","284","16","10","","20","68","8","46","76","26","5","41","-2","28","1011","29.86","1008","29.77","55","34","8","5","16","10","16","10","7","8","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 14, 2011","2011","10","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","51","1","34","1013","29.93","26","16","","292","16","10","","16","60","6","42","76","31","3","37","-1","30","1016","30.02","1010","29.84","50","31","8","5","16","10","16","10","1","14","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 15, 2011","2011","10","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","52","1","34","1012","29.90","10","6","","149","16","10","","20","68","2","35","87","28","5","41","-1","30","1016","30.02","1007","29.75","24","15","0","0","16","10","13","8","2","14","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 16, 2011","2011","10","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","8","47","1","33","1016","30.02","19","12","","302","16","10","","14","57","3","37","87","29","4","39","-4","25","1019","30.09","1010","29.84","35","22","8","5","16","10","16","10","0","18","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 17, 2011","2011","10","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","7","44","-1","30","1017","30.03","11","7","","281","16","10","","12","53","2","35","81","33","2","36","-4","25","1018","30.06","1016","30.00","26","16","0","0","16","10","16","10","0","21","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 18, 2011","2011","10","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","6","42","-3","26","1020","30.11","21","13","","313","16","10","","11","51","1","33","81","35","-1","30","-4","25","1022","30.17","1017","30.03","42","26","13","8","16","10","16","10","0","23","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 19, 2011","2011","10","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","2","35","-4","24","1021","30.15","16","10","","326","16","10","","7","44","-3","26","86","46","-3","27","-6","21","1023","30.20","1020","30.11","29","18","10","6","16","10","16","10","0","30","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 20, 2011","2011","10","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","3","38","-2","28","1018","30.07","11","7","","301","16","10","","10","50","-3","26","93","43","-1","30","-4","25","1020","30.11","1016","30.01","19","12","0","0","16","10","16","10","0","27","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 21, 2011","2011","10","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","9","48","0","32","1016","30.02","5","3","","14","16","10","","21","69","-2","28","93","31","4","39","-4","25","1017","30.05","1016","30.00","24","15","0","0","16","10","16","10","0","16","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 22, 2011","2011","10","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","51","6","43","1019","30.09","8","5","","122","16","10","","16","60","6","42","93","55","8","46","4","39","1021","30.16","1016","30.00","19","12","0","0","16","10","11","7","1","14","0","3.05","0.12","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 23, 2011","2011","10","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","13","55","5","41","1013","29.92","14","9","","259","16","10","","21","69","5","41","93","28","8","46","2","36","1015","29.98","1011","29.86","37","23","0","0","16","10","11","7","5","10","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on October 24, 2011","2011","10","24","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","12","54","3","38","1015","29.97","6","4","","90","16","10","","20","68","4","39","87","35","6","43","1","34","1018","30.07","1009","29.80","23","14","0","0","16","10","14","9","4","12","0","0.00","0.00","","","","","","","","","","","","","","",""
