"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","fog","rain","snow","snowfallm","snowfalli","monthtodatesnowfallm","monthtodatesnowfalli","since1julsnowfallm","since1julsnowfalli","snowdepthm","snowdepthi","hail","thunder","tornado","meantempm","meantempi","meandewptm","meandewpti","meanpressurem","meanpressurei","meanwindspdm","meanwindspdi","meanwdire","meanwdird","meanvism","meanvisi","humidity","maxtempm","maxtempi","mintempm","mintempi","maxhumidity","minhumidity","maxdewptm","maxdewpti","mindewptm","mindewpti","maxpressurem","maxpressurei","minpressurem","minpressurei","maxwspdm","maxwspdi","minwspdm","minwspdi","maxvism","maxvisi","minvism","minvisi","gdegreedays","heatingdegreedays","coolingdegreedays","precipm","precipi","precipsource","heatingdegreedaysnormal","monthtodateheatingdegreedays","monthtodateheatingdegreedaysnormal","since1sepheatingdegreedays","since1sepheatingdegreedaysnormal","since1julheatingdegreedays","since1julheatingdegreedaysnormal","coolingdegreedaysnormal","monthtodatecoolingdegreedays","monthtodatecoolingdegreedaysnormal","since1sepcoolingdegreedays","since1sepcoolingdegreedaysnormal","since1jancoolingdegreedays","since1jancoolingdegreedaysnormal"
"12:00 PM CDT on March 18, 2009","2009","03","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","8","46","-3","26","1025","30.28","13","8","","338","16","10","","13","55","3","37","75","21","0","32","-9","16","1027","30.34","1022","30.19","32","20","0","0","16","10","8","5","0","19","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 19, 2009","2009","03","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","7","44","-1","30","1029","30.38","13","8","","100","16","10","","13","55","0","32","87","44","2","36","-4","25","1031","30.45","1025","30.26","23","14","6","4","16","10","13","8","0","22","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 20, 2009","2009","03","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","-1","31","1020","30.11","24","15","","190","16","10","","17","62","3","37","75","38","4","39","-4","25","1024","30.23","1016","30.01","47","29","8","5","16","10","16","10","0","16","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 21, 2009","2009","03","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","3","38","1020","30.13","10","6","","119","14","8","","21","69","-1","30","93","33","8","46","-2","28","1023","30.20","1019","30.08","24","15","0","0","16","10","3","2","0","16","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 22, 2009","2009","03","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","12","53","8","47","1012","29.89","19","12","","125","13","8","","17","62","7","44","93","59","12","54","4","39","1019","30.10","1005","29.67","50","31","8","5","16","10","5","3","3","12","0","0.76","0.03","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 23, 2009","2009","03","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","16","60","9","49","997","29.45","31","19","","128","16","10","","19","66","12","53","88","54","12","54","3","37","1004","29.65","990","29.24","52","32","19","12","16","10","6","4","10","6","0","5.08","0.20","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 24, 2009","2009","03","24","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","2","36","-3","27","997","29.45","31","19","","228","15","9","","6","42","-1","30","93","65","2","36","-6","21","1005","29.67","994","29.36","58","36","14","9","16","10","6","4","0","29","0","1.02","0.04","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 25, 2009","2009","03","25","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","3","38","-6","22","1007","29.73","39","24","","287","16","10","","9","48","-2","28","74","43","-2","28","-7","19","1009","29.79","1005","29.67","55","34","14","9","16","10","16","10","0","27","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 26, 2009","2009","03","26","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","0","32","-7","20","1015","29.98","21","13","","322","16","10","","3","37","-3","26","80","44","-3","27","-9","16","1022","30.17","1009","29.81","39","24","8","5","16","10","14","9","0","34","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 27, 2009","2009","03","27","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","-3","27","-9","15","1021","30.16","23","14","","345","16","10","","2","35","-7","19","86","48","-8","18","-12","10","1023","30.21","1018","30.06","32","20","8","5","16","10","14","9","0","38","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 28, 2009","2009","03","28","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","-2","29","-8","17","1014","29.96","11","7","","50","15","10","","5","41","-8","17","93","36","-7","19","-10","14","1018","30.06","1010","29.83","16","10","6","4","16","10","11","7","0","36","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 29, 2009","2009","03","29","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","2","36","-6","21","1008","29.78","10","6","","113","16","10","","11","51","-6","21","93","30","-4","25","-9","16","1010","29.84","1005","29.67","32","20","0","0","16","10","14","9","0","29","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 30, 2009","2009","03","30","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","6","43","-2","29","1001","29.56","27","17","","87","16","10","","11","51","2","35","76","44","4","39","-4","25","1006","29.72","995","29.39","40","25","19","12","16","10","16","10","0","22","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on March 31, 2009","2009","03","31","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","2","36","-1","30","993","29.34","26","16","","291","11","7","","6","42","-1","30","93","75","4","39","-4","25","999","29.49","990","29.25","63","39","8","5","16","10","3","2","0","29","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 01, 2009","2009","04","01","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","0","32","-7","20","1006","29.70","27","17","","288","16","10","","6","42","-5","23","80","42","-4","25","-9","16","1011","29.86","1001","29.56","35","22","11","7","16","10","16","10","0","32","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 02, 2009","2009","04","02","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","2","36","-7","19","1010","29.83","11","7","","331","16","10","","10","50","-6","21","86","24","-4","25","-11","12","1012","29.89","1008","29.76","16","10","0","0","16","10","16","10","0","30","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 03, 2009","2009","04","03","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","4","40","-6","22","1008","29.76","14","9","","113","16","10","","14","57","-4","24","80","25","-3","27","-7","19","1008","29.78","1006","29.70","34","21","8","5","16","10","16","10","0","24","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 04, 2009","2009","04","04","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","3","38","-2","29","1011","29.87","32","20","","63","12","8","","6","42","1","33","87","30","0","32","-13","9","1014","29.95","1009","29.79","61","38","19","12","16","10","1","0","0","28","0","1.27","0.05","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 05, 2009","2009","04","05","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","-1","30","-4","25","1021","30.14","40","25","","341","10","6","","1","33","-3","26","93","64","-1","30","-6","21","1025","30.26","1016","30.00","48","30","34","21","16","10","2","2","0","36","0","0.51","0.02","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 06, 2009","2009","04","06","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","-3","27","-7","19","1027","30.34","35","22","","323","16","10","","2","35","-7","19","86","60","-4","25","-10","14","1029","30.38","1026","30.29","47","29","23","14","16","10","16","10","0","38","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 07, 2009","2009","04","07","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","-1","30","-6","22","1017","30.03","13","8","","234","16","10","","7","44","-8","17","93","49","-1","30","-9","16","1024","30.24","1011","29.86","24","15","0","0","16","10","16","10","0","34","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 08, 2009","2009","04","08","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","6","42","-1","31","1012","29.88","19","12","","319","16","10","","12","53","0","32","87","41","1","34","-3","27","1014","29.94","1010","29.82","27","17","0","0","16","10","16","10","0","22","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 09, 2009","2009","04","09","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","4","39","-2","29","1012","29.89","18","11","","71","16","10","","9","48","-1","30","93","46","-1","30","-3","27","1013","29.93","1011","29.86","32","20","8","5","16","10","16","10","0","26","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 10, 2009","2009","04","10","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","4","39","-4","25","1020","30.13","18","11","","12","16","10","","10","50","-2","28","93","32","-2","28","-6","21","1023","30.20","1016","30.02","26","16","0","0","16","10","16","10","0","26","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 11, 2009","2009","04","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","7","44","-3","26","1023","30.22","11","7","","133","16","10","","17","62","-3","26","86","24","-2","28","-6","21","1025","30.27","1019","30.10","39","24","0","0","16","10","14","9","0","21","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 12, 2009","2009","04","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","9","48","-1","31","1020","30.13","14","9","","126","16","10","","12","53","6","42","61","38","1","34","-3","27","1021","30.16","1019","30.08","27","17","6","4","16","10","16","10","0","18","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 13, 2009","2009","04","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","8","47","-2","29","1014","29.95","5","3","","49","16","10","","15","59","2","35","81","33","2","36","-6","21","1017","30.05","1012","29.88","14","9","0","0","16","10","8","5","0","18","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 14, 2009","2009","04","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","-4","25","1015","29.98","13","8","","141","16","10","","19","66","1","33","70","19","-1","30","-6","21","1016","30.02","1014","29.94","29","18","0","0","16","10","8","5","0","16","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 15, 2009","2009","04","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","52","1","33","1018","30.07","18","11","","132","16","10","","19","66","4","39","76","28","6","43","-6","21","1020","30.12","1016","30.02","47","29","8","5","16","10","14","9","2","12","0","2.29","0.09","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 16, 2009","2009","04","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","16","60","3","37","1022","30.18","24","15","","139","16","10","","21","69","11","51","58","33","5","41","2","36","1024","30.23","1020","30.11","39","24","0","0","16","10","14","9","10","5","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 17, 2009","2009","04","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","14","58","4","40","1024","30.24","10","6","","93","16","10","","21","69","8","46","76","35","7","45","4","39","1026","30.31","1021","30.15","21","13","0","0","16","10","11","7","8","8","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 18, 2009","2009","04","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","52","8","46","1019","30.08","13","8","","25","15","10","","13","55","8","46","93","58","9","48","5","41","1020","30.13","1017","30.04","37","23","0","0","16","10","11","7","2","14","0","4.83","0.19","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 19, 2009","2009","04","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","10","50","3","37","1021","30.14","24","15","","331","16","10","","16","60","4","39","93","36","6","43","1","34","1022","30.18","1017","30.04","35","22","6","4","16","10","14","9","0","16","0","1.27","0.05","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 20, 2009","2009","04","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","9","48","-1","31","1017","30.05","27","17","","328","16","10","","14","57","4","39","81","27","3","37","-5","23","1019","30.08","1016","30.01","53","33","13","8","16","10","16","10","0","17","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 21, 2009","2009","04","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","11","52","-2","28","1015","29.97","14","9","","306","16","10","","18","64","4","39","61","27","2","36","-3","27","1017","30.05","1011","29.87","23","14","0","0","16","10","14","9","2","14","0","4.83","0.19","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 22, 2009","2009","04","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","62","2","36","1010","29.83","8","5","","140","16","10","","28","82","5","41","76","21","6","43","0","32","1013","29.91","1005","29.68","27","17","0","0","16","10","11","7","12","4","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on April 23, 2009","2009","04","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","23","73","7","44","1002","29.59","27","17","","194","16","10","","33","91","13","55","63","16","9","48","4","39","1005","29.67","998","29.47","50","31","8","5","16","10","16","10","23","0","8","0.00","0.00","","","","","","","","","","","","","","",""
